,0,0,1,2,3,4,5,0,0
224,2019-09-05,19.166,29.3,6.8,18.5,8.0,19.0,19.187,26.562426
225,2019-09-06,19.187,41.1,23.399999999999995,50.1,52.0,23.0,65.545,26.562426
226,2019-09-07,65.545,0.7,2.8,0.0,0.0,0.5,148.089,114.08387
227,2019-09-08,148.089,0.0,4.5,0.9,2.5,2.5,75.541,26.562426
228,2019-09-09,75.541,0.0,0.0,0.4000000000000001,0.5,0.5,60.483,26.562426
229,2019-09-10,60.483,0.4,0.0,0.7,1.5,7.5,50.172,26.562426
230,2019-09-11,50.172,50.4,3.7999999999999994,40.2,64.0,37.0,112.601,230.34227
231,2019-09-12,112.601,27.1,30.900000000000002,17.0,16.5,15.5,581.673,260.8943
232,2019-09-13,581.673,0.0,0.9,0.0,0.0,0.0,295.849,26.562426
233,2019-09-14,295.849,0.0,0.0,0.0,0.0,0.0,162.96,26.562426
234,2019-09-15,162.96,0.0,0.0,0.10000000000000002,0.2,0.0,103.942,26.562426
235,2019-09-16,103.942,0.0,6.999999999999999,0.0,0.0,0.0,82.417,26.562426
236,2019-09-17,82.417,0.0,0.0,0.0,0.0,0.0,71.788,26.562426
237,2019-09-18,71.788,0.0,0.0,0.0,0.0,0.0,50.289,26.562426
238,2019-09-19,50.289,0.0,0.0,0.0,0.0,0.0,44.975,26.562426
239,2019-09-20,44.975,0.0,0.0,0.0,0.0,0.0,39.506,26.562426
240,2019-09-21,39.506,0.0,0.0,0.0,0.0,0.0,34.019,26.562426
241,2019-09-22,34.019,0.0,25.5,0.0,0.0,0.2,33.995,26.562426
242,2019-09-23,33.995,58.8,118.00000000000001,8.0,25.0,28.999999999999996,45.03,26.562426
243,2019-09-24,45.03,0.7,7.8,0.0,0.0,0.0,180.608,26.562426
244,2019-09-25,180.608,0.0,0.0,0.0,0.0,0.0,98.564,26.562426
245,2019-09-26,98.564,0.0,0.0,0.0,0.0,0.0,76.808,26.562426
246,2019-09-27,76.808,0.0,0.0,0.0,0.0,0.0,49.428,26.562426
247,2019-09-28,49.428,0.0,0.0,0.0,0.0,0.0,44.004,26.562426
248,2019-09-29,44.004,0.0,0.0,0.0,0.0,0.0,38.504,26.562426
249,2019-09-30,38.504,0.0,0.0,0.0,0.0,0.0,27.572,26.562426
250,2019-10-01,27.572,0.0,0.0,0.0,0.0,0.0,33.211,26.562426
251,2019-10-02,33.211,0.0,0.0,0.0,0.0,0.0,27.564,26.562426
252,2019-10-03,27.564,23.1,55.099999999999994,20.7,19.5,22.5,38.543,26.562426
253,2019-10-04,38.543,78.8,107.09999999999998,13.8,14.5,21.5,268.601,148.69658
254,2019-10-05,268.601,0.0,0.0,0.0,0.0,0.0,216.43,26.562426
255,2019-10-06,216.43,46.4,4.0,1.2,5.0,1.5,122.714,26.562426
256,2019-10-07,122.714,0.0,0.0,0.0,0.0,0.0,89.076,26.562426
257,2019-10-08,89.076,0.0,0.0,9.9,5.5,8.0,66.521,26.562426
258,2019-10-09,66.521,0.0,0.0,0.0,0.0,0.0,60.878,26.562426
259,2019-10-10,60.878,0.0,0.0,0.0,0.0,0.0,49.745,26.562426
260,2019-10-11,49.745,0.0,0.0,0.0,0.0,0.0,43.93,26.562426
261,2019-10-12,43.93,0.0,0.2,0.0,0.0,0.0,38.335,26.562426
262,2019-10-13,38.335,0.0,0.5,0.0,0.0,0.0,32.697,26.562426
263,2019-10-14,32.697,0.0,0.0,0.0,0.0,0.0,27.068,26.562426
264,2019-10-15,27.068,23.800000000000004,5.1,0.0,0.0,0.0,27.135,26.562426
265,2019-10-16,27.135,12.7,3.3,0.0,0.0,0.0,21.438,26.562426
266,2019-10-17,21.438,0.0,0.0,0.0,0.0,0.0,27.084,26.562426
267,2019-10-18,27.084,0.0,0.0,0.0,0.0,0.0,21.487,26.562426
268,2019-10-19,21.487,0.6,1.2,0.0,0.0,0.0,21.508,26.562426
269,2019-10-20,21.508,0.0,0.0,0.0,0.0,0.0,15.964999999999998,26.562426
270,2019-10-21,15.964999999999998,0.0,0.0,0.0,0.0,0.0,21.583,26.562426
271,2019-10-22,21.583,0.0,0.0,0.0,0.0,0.0,15.662,26.562426
272,2019-10-23,15.662,0.0,0.0,0.0,0.0,0.0,15.954,26.562426
273,2019-10-24,15.954,0.0,0.2,0.0,0.0,0.0,21.604,26.562426
274,2019-10-25,21.604,0.1,0.0,0.0,0.0,0.0,10.895,26.562426
275,2019-10-26,10.895,0.0,0.0,0.0,0.0,0.0,10.937,26.562426
276,2019-10-27,10.937,0.0,0.1,0.0,0.0,0.0,16.451,26.562426
277,2019-10-28,16.451,0.0,0.0,0.0,0.0,0.0,11.044,26.562426
278,2019-10-29,11.044,0.0,0.0,4.3,0.2,0.0,11.042,26.562426
279,2019-10-30,11.042,0.0,0.1,0.4000000000000001,1.5,3.5,16.565,26.562426
280,2019-10-31,16.565,0.0,0.0,0.0,0.0,0.0,11.126,26.562426
281,2019-11-01,11.126,0.0,0.0,0.0,0.0,0.0,11.161,26.562426
282,2019-11-02,11.161,0.0,0.0,0.0,0.0,0.0,12.037,26.562426
283,2019-11-03,12.037,0.0,0.0,0.0,0.0,0.0,12.071,26.562426
284,2019-11-04,12.071,0.8,19.5,0.0,0.0,0.0,12.064,26.562426
285,2019-11-05,12.064,0.0,0.1,0.0,0.0,0.0,12.083,26.562426
286,2019-11-06,12.083,0.0,0.0,0.0,0.0,0.0,17.546,26.562426
287,2019-11-07,17.546,0.0,0.0,0.0,0.0,0.0,12.121,26.562426
288,2019-11-08,12.121,0.6,0.0,0.0,0.0,0.0,12.117,26.562426
289,2019-11-09,12.117,0.0,0.0,0.0,0.0,0.0,12.123,26.562426
290,2019-11-10,12.123,2.4,0.0,0.0,0.0,0.0,12.166,26.562426
291,2019-11-11,12.166,0.0,0.2,1.9,0.0,2.5,12.244,26.562426
292,2019-11-12,12.244,0.0,0.0,0.0,0.1,0.4,6.835,26.562426
293,2019-11-13,6.835,0.0,0.0,0.0,0.0,0.0,12.311,26.562426
294,2019-11-14,12.311,0.0,3.3,8.3,7.0,3.5,12.24,26.562426
295,2019-11-15,12.24,0.0,0.0,0.0,0.0,0.0,6.879,26.562426
296,2019-11-16,6.879,0.0,4.0,6.2,1.0,6.0,12.234,26.562426
297,2019-11-17,12.234,0.0,0.0,0.0,0.0,0.0,6.905,26.562426
298,2019-11-18,6.905,13.2,14.2,30.8,22.0,30.0,33.993,26.562426
299,2019-11-19,33.993,7.4,23.399999999999995,15.2,15.0,14.0,82.504,26.562426
300,2019-11-20,82.504,0.0,0.0,0.0,0.0,0.0,77.108,26.562426
301,2019-11-21,77.108,0.0,0.0,0.0,0.0,0.0,50.114,26.562426
302,2019-11-22,50.114,0.0,0.0,0.0,0.0,0.0,39.263,26.562426
303,2019-11-23,39.263,0.0,0.0,0.0,0.0,0.0,28.483,26.562426
304,2019-11-24,28.483,0.0,0.0,0.0,0.0,0.0,23.048,26.562426
305,2019-11-25,23.048,8.0,0.8,0.6,0.3,0.5,23.09,26.562426
306,2019-11-26,23.09,71.1,7.4,0.10000000000000002,1.5,0.0,28.488,26.562426
307,2019-11-27,28.488,0.0,0.0,0.0,0.0,0.0,23.049,26.562426
308,2019-11-28,23.049,25.4,4.8,0.0,0.0,0.0,17.688,26.562426
309,2019-11-29,17.688,28.4,0.7,0.0,0.2,0.0,23.038,26.562426
310,2019-11-30,23.038,0.0,0.0,0.0,0.0,0.0,12.299,26.562426
311,2019-12-01,12.299,0.0,0.0,0.0,0.0,0.0,17.828,26.562426
312,2019-12-02,17.828,0.0,0.0,2.2,3.0,2.5,19.068,26.562426
313,2019-12-03,19.068,0.0,0.0,0.0,0.0,0.0,13.703,26.562426
314,2019-12-04,13.703,0.0,0.0,0.0,0.0,0.0,19.077,26.562426
315,2019-12-05,19.077,0.0,0.0,0.0,0.0,0.0,8.334,26.562426
316,2019-12-06,8.334,0.0,0.0,0.0,0.0,0.0,13.771,26.562426
317,2019-12-07,13.771,0.0,0.0,0.0,0.0,0.0,8.321,26.562426
318,2019-12-08,8.321,0.0,0.0,0.9,0.0,0.0,8.447,26.562426
319,2019-12-09,8.447,0.0,0.0,0.0,0.0,0.0,13.831,26.562426
320,2019-12-10,13.831,0.0,0.0,0.0,0.0,0.0,8.436,26.562426
321,2019-12-11,8.436,0.0,0.0,2.6000000000000005,1.5,1.5,13.927,26.562426
322,2019-12-12,13.927,0.0,0.2,0.0,0.2,0.5,8.613,26.562426
323,2019-12-13,8.613,0.0,0.0,0.0,0.0,0.0,13.963,26.562426
